id	bank8k	prg_offset	file_offset	capacity	display_limit	original_hex	original_text	translation	ui_width	ui_lines	wrapped_preview	encoded_length
D0070	02	04AA6	04AB6	75		0B 99 BF BF 88 B0 89 AD 8B 92 85 A6 A2 FF 80 98 84 AD 94 93 0D 07 99 FF AB 85 A9 A8 A5 82 95 FF 8F 98 9F 0C BF 92 AE A2 BF BF 8F AE A1 92 AE 8B 8F BF 80 98 9A A2 FF 88 AD 85 95 94 B0 92 FF 85 B0 93 8B 92 0B 95 D4 C1 DB AC 0D	ビルは。。けっこんしてからも あのおんなと・・・わたしは わかれるように たのみました。でも。。だめでした。あのひも けんかになって かっとしてビルにナイフを・・・	После свадьбы Билл был с ней.Я просила уйти.Он отказал.В тот день в ссоре я взяла нож...	26	4	После свадьбы Билл был с | ней.Я просила уйти.Он | отказал.В тот день в ссоре | я взяла нож...	88
D0071	02	04AF2	04B02	66		0B 99 FF 07 AC 91 86 93 99 AE 8B 92 FF 92 AE 92 81 86 0C BF BF CC FC CB AE FC 98 93 89 AA 95 FF 81 B0 8F 93 84 A2 81 0C 0D 93 89 AA 85 AE FF 80 98 9A 93 99 0D FF 80 98 9A 93 AC 89 AA 8B 92 99 81 08	ビルは わたしをつきとばして でていきました。。スージーのところに いったとおもいました・・・ところが あのひとは・・・ あのひとをころしてはいません	Билл оттолкнул меня и ушёл.Я думала к Сьюзи.Но потом его убили.Я не убийца.	26	4	Билл оттолкнул меня и | ушёл.Я думала к Сьюзи.Но | потом его убили.Я не | убийца.	75
D0072	02	04B35	04B45	27		8B AD 8B 91 95 84 90 92 81 8F 0A B0 92 FF 92 AE A2 BF BF 07 98 92 AE 99 80 A7 08	しんしつにおちていたですって でも。。わたしのではありません	В спальне?Но серьга не моя.	26	4	В спальне?Но серьга не | моя.	27
D0073	02	04B51	04B61	60		8E A9 99 FF 07 85 AE 8B AE B0 85 95 85 83 B0 92 81 A8 93 86 FF 0B 85 AE FF 8F AE A9 85 AC 91 A9 92 86 92 0D 8E 98 9A 93 85 AE FF AB 8C A9 92 81 B0 8F 98 8F AE 93 FF 84 A2 09 BF BF	それは わたしがじっかにかえっているとき ビルが だれかをつれてきて・・・そのひとが わすれていったのだと おもいます。。	Когда я была у родителей Билл приводил кого-то.Наверно она забыла серьгу.	26	4	Когда я была у родителей | Билл приводил | кого-то.Наверно она забыла | серьгу.	73
D0074	02	04B8E	04B9E	25		8E A9 99 FF 0B 85 AE 07 98 8F A1 95 99 81 B0 8F FF 8D 81 A1 81 9D 88 AD 0A	それは ビルがわたしのためにはいった せいめいほけんです	Это полис который Билл оформил для меня.	26	4	Это полис который Билл | оформил для меня.	40
D0075	02	04BA8	04BB8	25		07 99 FF 9D 88 AD 86 AD A1 80 92 92 AE FF 0B AC 89 AA 8B 8F A7 8B 92 81 08	わたしは ほけんきんめあてで ビルをころしたりしていません	Я не убивала Билла ради страховки.	26	4	Я не убивала Билла ради | страховки.	34
D0076	02	04BD2	04BE2	6		8E FF 8E A9 99 0D	そ それは・・・	Э это...	26	4	Э это...	8
D0077	02	04BD9	04BE9	51		07 0D 80 98 93 86 FF 93 AE 82 85 8B 92 81 8F AD 0A BF 0B 93 80 98 9A 93 98 89 93 AC FF 85 AD 85 AE 83 92 81 8F A6 FF 81 91 98 9E 95 85 0D 8F AE 85 A6 0D	わたし・・・あのとき どうかしていたんです。ビルとあのひとのことを かんがえていたら いつのまにか・・・だから・・・	Я тогда была не в себе.Думала о Билле и той женщине.И сама не заметила как...	26	4	Я тогда была не в | себе.Думала о Билле и той | женщине.И сама не заметила | как...	77
D0078	02	04C11	04C21	46		9F 86 AE 98 9A 93 99 FF 99 99 85 AE FF A0 85 8B 9F 8D 92 87 A9 8F FF 94 87 94 B0 8F 90 90 95 FF 95 92 81 A8 A5 82 94 86 85 AE 8B 9E 8C 0D	みぎのひとは ははが むかしみせてくれた なくなったちちに にているようなきがします・・・	Мужчина справа похож на моего умершего отца.Мама показывала фото...	26	4	Мужчина справа похож на | моего умершего отца.Мама | показывала фото...	67
D0079	02	04C66	04C76	7		07 92 AE 99 80 A7 08	わたしではありません	Это не я.	26	4	Это не я.	9
D0080	02	04C6E	04C7E	15		0B AC 89 AA 8C FF A7 A4 82 94 AD 92 80 A7 08	ビルをころす りゆうなんてありません	Мне незачем убивать Билла.	26	4	Мне незачем убивать Билла.	26
D0081	02	04C80	04C90	8		AB 85 A8 AB 88 80 A7 08	わかるわけありません	Откуда мне знать?	26	4	Откуда мне знать?	17
D0082	02	04C89	04C99	20		86 B0 93 80 98 9A 93 0A BF CC FC CB AE FC 95 86 9E B0 92 09	きっとあのひとです。スージーにきまっています	Это она.Сьюзи точно.	26	4	Это она.Сьюзи точно.	20
D0083	02	04C9E	04CAE	41		8F 8B 85 95 0B AC 82 A6 9F 0C BF 92 AE A2 FF 8E A9 99 0B AC FF 80 81 8B 92 81 8F 85 A6 0A BF FF 89 AA 8B 8F A7 8B 92 81 08	たしかにビルをうらみました。でも それはビルを あいしていたからです。 ころしたりしていません	Да,я злилась на Билла.Потому что любила.Но я не убивала его.	26	4	Да,я злилась на | Билла.Потому что любила.Но | я не убивала его.	60
D0084	02	04CC8	04CD8	22		86 B0 93 80 98 9A 93 85 AE FF 0B AC D4 C1 DB 92 AE 8A 8B 8F AD 0A	きっとあのひとが ビルをナイフでさしたんです	Наверно она ударила Билла ножом.	26	4	Наверно она ударила Билла | ножом.	32
D0085	02	04CE1	04CF1	79		93 AE 82 8B 92 FF 9A 85 AE 81 8B B1 98 90 90 84 A3 85 AE FF 8F 81 9D 8A A9 94 87 92 99 94 A6 AD 98 8F AE FF 80 98 A5 A8 FF AB 8B 99 DE C7 DC AE C1 EC 98 81 83 95 81 8F AD 8F AE BF FF 8E A9 81 85 AE 81 FF 93 AE 89 95 A2 81 B0 92 84 A6 AD	どうして ひがいしゃのちちおやが たいほされなくてはならんのだ あのよる わしはマクベイヲのいえにいたんだ。 それいがい どこにもいっておらん	Почему арестовали отца жертвы?В ту ночь я был у Макбейна.Потом сразу домой?	26	4	Почему арестовали отца | жертвы?В ту ночь я был у | Макбейна.Потом сразу | домой?	75
D0086	02	04D31	04D41	80		8F 8B 85 95 0B 99 FF AB 8B 98 89 93 AE A2 92 AE 99 94 81 BF 0B 98 84 A3 99 FF AB 8B 95 85 81 8B B1 AC 91 9B AE 8A A9 FF 8B AE 8A 91 8B 8F BF 85 81 8B B1 98 8F A1 8B 85 8F 85 AE 94 85 B0 8F BF FF AB 8B 99 0B AC 9A 86 93 A7 FF 8E 8F AE 92 8F	たしかにビルは わしのこどもではない。ビルのおやは わしにかいしゃをつぶされ じさつした。かいしゃのためしかたがなかった。 わしはビルをひきとり そだてた	Билл не родной.Я разорил его родителей.Они покончили с собой.Ради фирмы.Я растил Билла.	26	4	Билл не родной.Я разорил | его родителей.Они | покончили с собой.Ради | фирмы.Я растил Билла.	87
D0087	02	04D82	04D92	56		0B 99 FF 8E A9 AC 8B B0 92 85 93 AE 82 85 FF AB 8B 95 8A 85 A6 81 FF AB 8B AC 89 9E A6 8D 8F BF 8B 85 8B FF 94 8D AE FF 0B AC 89 AA 8A 94 87 92 99 94 A6 AD 98 8F AE BF	ビルは それをしってかどうか わしにさからい わしをこまらせた。しかし なぜ ビルをころさなくてはならんのだ。	Билл узнал это или нет,но шёл против меня и мешал мне.Но зачем мне его убивать?	26	4	Билл узнал это или нет,но | шёл против меня и мешал | мне.Но зачем мне его | убивать?	79
D0088	02	04DBB	04DCB	70		0B 99 BF BF FF B6 B4 97 AD 9E 83 98 9A 9F 91 AC FF D9 AE FC C7 E7 FC 85 A6 FF 85 86 AE 91 88 8F BF FF 84 82 A7 B3 82 86 AD AC FF 85 87 8B 92 81 A8 93 84 A2 B0 8F A6 8B 81 BF 0B 99 FF AB 8B AC 84 93 AE 8B 8F BF	ビルは。。 20ねんまえのひみつを バークリーから かぎつけた。 おうりょうきんを かくしているとおもったらしい。ビルは わしをおどした。	Билл узнал у Баркли тайну 20 лет назад.Думал,что деньги спрятаны.Он шантажировал меня.	26	4	Билл узнал у Баркли тайну | 20 лет назад.Думал,что | деньги спрятаны.Он | шантажировал меня.	86
D0089	02	04E02	04E12	68		C7 E9 C1 EC 98 99 85 98 9E 83 92 AE FF 85 90 9D 89 B0 8F 85 84 AC 8B 8F BF FF AB 8B 99 FF 0B AC 89 AA 8E 82 93 99 FF 84 A2 AB 94 85 B0 8F BF FF 89 AA 8B 8F 98 99 0D FF DC EC E7 FC BF C7 E9 C1 EC 8F AE 0D	クレイヲのはかのまえで かちほこったかおをした。 わしは ビルをころそうとは おもわなかった。 ころしたのは・・・ ヘヲリー。クレイヲだ・・・	У могилы Клейна Билл торжествовал.Я не хотел его убивать.Его убил Генри Клейн...	26	4	У могилы Клейна Билл | торжествовал.Я не хотел | его убивать.Его убил Генри | Клейн...	80
D0090	02	04E67	04E77	16		8B A6 AD 0D 8E AD 94 84 93 89 99 8B A6 94 81 0D	しらん・・・そんなおとこはしらない・・・	Не знаю такого человека...	26	4	Не знаю такого человека...	26
D0091	02	04E7A	04E8A	18		8E FF 8E A9 99 0D AB 8B 99 FF 94 FF 94 95 A2 8B A6 AD	そ それは・・・わしは な なにもしらん	Э это.Я ничего не знаю.	26	4	Э это.Я ничего не знаю.	23
D0092	02	04E8D	04E9D	24		0D 8E A9 99 FF 0D DC EC E7 FC BF C7 E9 C1 EC 98 9D 97 92 AE 99 94 81 0D	・・・それは ・・・ヘヲリー。クレイヲのほねではない・・・	Это не кости Генри Клейна...	26	4	Это не кости Генри | Клейна...	28
D0093	02	04EA6	04EB6	22		8B FF 8B A6 AD 8E AE BF AB 8B 99 FF 8E AD 94 A2 98 99 FF 8B A6 AD	し しらんぞ。わしは そんなものは しらん	Не знаю.Ничего об этом.	26	4	Не знаю.Ничего об этом.	23
D0094	02	04EBD	04ECD	35		E7 D9 AE D2 C1 BF D9 AE EC C7 8B AE 88 AD 99 FF 0D E9 F0 D3 AE CF C1 0D 81 A3 BF BF FF 8E A9 99 0D BF BF	リバテイ。バヲクじけんは ・・・レッドタイ・・・いや。。 それは・・・。。	Дело Либерти Банк...Ред Тай...Нет.Это...	26	4	Дело Либерти Банк...Ред | Тай...Нет.Это...	40
D0095	02	04EE1	04EF1	10		89 AD 94 A2 98 99 FF 8B A6 AD	こんなものは しらん	Не знаю это.	26	4	Не знаю это.	12
D0096	02	04EEC	04EFC	32		DC EC E7 FC BF C7 E9 C1 EC FF 99 FF 90 B1 81 AA 98 FF 9A 93 9F 98 FF 84 93 89 8F AE B0 8F BF BF	ヘヲリー。クレイヲ は ちゃいろの ひとみの おとこだった。。	У Генри Клейна были карие глаза.	26	4	У Генри Клейна были карие | глаза.	32
D0097	02	04F0D	04F1D	4		8B A6 AD 0D	しらん・・・	Нет...	26	4	Нет...	6
D0098	02	04F18	04F28	37		FB FB C5 EC D9 AF D5 FC 99 FF 9A 93 AE 81 8B AE B3 82 8F 81 8B AE B1 94 81 85 BF FF 93 82 8A AD 8B 92 8B 9E 82	HHカヲパニーは ひどいじょうたいじゃないか。 とうさんしてしまう	HH Компания в ужасном состоянии.Скоро разорится.	26	4	HH Компания в ужасном | состоянии.Скоро разорится.	48
D0099	02	04F44	04F54	25		DD E8 D2 AE C1 EC C7 AE 99 FF 0B 85 A6 FF 85 97 AC 85 A7 92 81 8F 98 85 0D	ホルデイヲグは ビルから かねをかりていたのか・・・	Холдинг занимал деньги у Билла?	26	4	Холдинг занимал деньги у | Билла?	31
D0100	02	04F60	04F70	29		8F 8B 85 95 FF E9 F0 D3 AE CF C1 BF C7 E6 DB AE 98 FF 85 81 81 AD 8F AE B0 8F 85 AE 0D	たしかに レッドタイ。クラブの かいいんだったが・・・	Да я был членом Ред Тай Клуб но...	26	4	Да я был членом Ред Тай | Клуб но...	34
D0101	02	04F7E	04F8E	47		E7 D9 AE D2 C1 BF D9 AE EC C7 8B AE 88 AD 99 0D E9 F0 D3 AE CF C1 BF C7 E6 DB AE 98 88 81 85 87 92 AE 0D 8B AE B0 89 82 8A A9 8F A2 98 8F AE	リバテイ。バヲクじけんは・・・レッドタイ。クラブのけいかくで・・・じっこうされたものだ	Дело Либерти Банк было планом Ред Тай Клуб.	26	4	Дело Либерти Банк было | планом Ред Тай Клуб.	43
D0102	02	04FAE	04FBE	17		AB 8B 85 AE 8B B0 92 81 A8 AB 88 94 81 8F AE AA 82	わしがしっているわけないだろう	Откуда мне знать?	26	4	Откуда мне знать?	17
D0103	02	04FC0	04FD0	4		8B A6 AD FF	しらん 	Нет.	26	4	Нет.	4
D0104	02	04FC5	04FD5	20		AB 8B 85 AE 8B B0 92 81 A8 AB 88 85 AE 94 81 8F AE AA 82 FF	わしがしっているわけがないだろう 	Я не могу это знать.	26	4	Я не могу это знать.	20
D0105	02	04FDA	04FEA	4		8B A6 AD A5	しらんよ	Нет.	26	4	Нет.	4
D0106	02	04FDF	04FEF	17		8B FF 8B A6 AD BF AB 8B 99 FF 94 95 A2 8B A6 AD 0D	し しらん。わしは なにもしらん・・・	Не знаю.Я ничего не знаю...	26	4	Не знаю.Я ничего не | знаю...	27
D0107	02	04FF6	05006	6		8E FF 8E A9 99 0D	そ それは・・・	Э это...	26	4	Э это...	8
D0108	02	05000	05010	33		80 98 A5 A8 99 FF 83 81 85 AE AC 9F 92 85 83 A7 0C BF FF 0B AC 89 AA 8C 93 AE 82 86 99 80 A7 08 BF	あのよるは えいがをみてかえりました。 ビルをころすどうきはありません。	В ту ночь я был в кино и вернулся.Мне незачем убивать Билла.	26	4	В ту ночь я был в кино и | вернулся.Мне незачем | убивать Билла.	60
D0109	02	05022	05032	77		8B AE 91 99 0D 83 81 85 AE 98 80 93 F6 D9 AF DB AE BF E7 D9 AE FC CA C1 D3 AE F7 98 9E 83 92 AE FF 0B 95 FF CC FC CB AE FC 98 89 93 AC FF CB AE F1 D7 F0 D3 95 99 94 8C 93 FF 84 93 AE 8B 8F AD 0A BF FF 0B 99 FF 8E A9 AC A0 8B 8B 0C	じつは・・・えいがのあと「パブ。リバーサイド」のまえで ビルに スージーのことを ジャネットにはなすと おどしたんです。 ビルは それをむししました	После кино у Риверсайда я пригрозил Биллу рассказать Джанет о Сьюзи.Он меня не слушал.	26	4	После кино у Риверсайда я | пригрозил Биллу рассказать | Джанет о Сьюзи.Он меня не | слушал.	86
D0110	02	05070	05080	47		85 B0 93 86 92 FF 0B 93 FF 88 AD 85 AC 8B 0C BF 92 AE A2 FF 8C 87 AE FF 81 83 95 85 83 A7 0C BF 9D AD 93 0A BF 8B AD 8B AE 92 87 8F AE 8A 81	かっときて ビルと けんかをしました。でも すぐ いえにかえりました。ほんとです。しんじてください	Я вспылил и подрался с Биллом.Но сразу пошёл домой.Это правда.Поверьте.	26	4	Я вспылил и подрался с | Биллом.Но сразу пошёл | домой.Это правда.Поверьте.	71
D0111	02	050A0	050B0	8		94 95 A2 8B 92 81 08 FF	なにもしていません 	Я ничего не делал.	26	4	Я ничего не делал.	18
D0112	02	050A9	050B9	27		9D AE 87 99 0D FF 9D AE 87 99 CC FC CB AE FC AC FF 80 81 8B 92 81 A8 8F AE 88 0A	ぼくは・・・ ぼくはスージーを あいしているだけです	Я просто люблю Сьюзи.	26	4	Я просто люблю Сьюзи.	21
D0113	02	050C5	050D5	41		89 A9 99 FF 80 A8 9A 93 95 DB AF E9 CD AE EC D3 8B 8F A2 98 0A BF 8E 98 9A 93 99 0D FF CC FC CB AE FC BF DE C7 D4 E7 FC 0A	これは あるひとにプレゼヲトしたものです。そのひとは・・・ スージー。マクナリーです	Это подарок одному человеку.Сьюзи Макналли.	26	4	Это подарок одному | человеку.Сьюзи Макналли.	43
