id	ids	ptr	bank	cpu	len	class	reloc	reloc_reasons	incoming_f2	outgoing_f2	f2_targets	f_controls	raw	jp	jp_expanded
237	237	142D	A	942D	57	plain	YES		0	0		F8,F8	00 B4 2C 2E 00 B5 73 8D 1E F8 92 78 15 41 2F 0B 0F 76 07 27 09 2D 17 04 0B 00 15 1A 0B 10 F8 E2 52 01 1E 03 2B 02 2D 0D 2A 00 44 2E 50 73 01 04 0D 04 0B 1E 4B 2F 0B 3F FF	 とうきょうわん はるみふとうに おとこの\nしたいが あがったとの しらせをうけた あなたは\nブカのくろきをつれ げんばに かけつけたのだった。	 とうきょうわん はるみふとうに おとこの\nしたいが あがったとの しらせをうけた あなたは\nブカのくろきをつれ げんばに かけつけたのだった。
238	238	1466	A	9466	7	plain	YES		0	0			64 B5 73 02 69 6F FF	くろき「はるみふとうに きましたよ。	くろき「はるみふとうに きましたよ。
239	239	146D	A	946D	5	controlled	YES		0	1	E7BB	F2	64 F2 BB E7 FF	くろき「[F2:$E7BB]	くろき「ボス。まだ どこにいったらいいのか\n[F1:$02]わかりませんが……。
240	240	1472	A	9472	8	plain	YES		0	0			64 82 73 16 02 68 71 FF	くろき「どこに いきますか？	くろき「どこに いきますか？
241	241	147A	A	947A	46	plain	YES		0	0			64 10 2F 02 28 07 0B 00 96 41 7D 27 7F 79 60 0F 28 15 18 48 00 0C 01 03 1F 4E 16 2F 0E 60 06 41 07 0B 14 17 78 16 16 0F 19 23 16 68 6F FF	くろき「はっきりした ばしょがわからないので\n[F1:$02]とりあえず ちかくまでいって\n[F1:$02]さがしたほうが いいとおもいますよ。	くろき「はっきりした ばしょがわからないので\n[F1:$02]とりあえず ちかくまでいって\n[F1:$02]さがしたほうが いいとおもいますよ。
242	242	14A8	A	94A8	10	plain	YES		0	0			64 05 05 78 B5 6C 6F 63 3F FF	くろき「ここが はるみふとうですよ。ボス。	くろき「ここが はるみふとうですよ。ボス。
243	243	14B2	A	94B2	43	plain	YES		0	0			64 90 1E 0A 17 06 75 80 00 10 47 1F 2F 0E 60 16 68 41 3E 05 1E 8C 75 0D 28 51 0F 23 16 1A 03 0E 60 06 51 07 16 0F 05 2B 6C 70 FF	くろき「けいさつのそうさは もう はじまって\n[F1:$02]いますが、このあたりは つりびともいなくて\n[F1:$02]さびしいところですね。	くろき「けいさつのそうさは もう はじまって\n[F1:$02]いますが、このあたりは つりびともいなくて\n[F1:$02]さびしいところですね。
244	244	14DD	A	94DD	39	plain	YES		0	0			64 91 75 44 2E 50 73 23 4F 29 00 6C 71 60 07 01 07 00 15 24 07 0A 17 1A 00 47 2E 52 0D 10 60 1F 2C 28 73 16 6A 6F FF	くろき「はんにんは げんばに もどる ですか？\n[F1:$02]しかし あやしそうな じんぶつは\n[F1:$02]まわりに いませんよ。	くろき「はんにんは げんばに もどる ですか？\n[F1:$02]しかし あやしそうな じんぶつは\n[F1:$02]まわりに いませんよ。
245	245	1504	A	9504	49	plain	YES		0	0			64 0A 17 06 74 20 1B 02 0E 16 29 D2 3E D3 1B 2E 1E 94 1B 60 15 0B 2F 0E 20 69 78 47 04 2E 2D 23 03 44 02 07 0B 60 94 75 16 1A 01 2F 0B 2E 6C 6F FF	くろき「そうさを みにきている[GLYPH:$D2]、[GLYPH:$D3]にんのひとに\n[F1:$02]あたってみましたが じけんをもくげきした\n[F1:$02]ひとは いなかったんですよ。	くろき「そうさを みにきている[GLYPH:$D2]、[GLYPH:$D3]にんのひとに\n[F1:$02]あたってみましたが じけんをもくげきした\n[F1:$02]ひとは いなかったんですよ。
246	246	25E4	A	A5E4	7	controlled	YES		0	2	1535,153A	F2,F2	F2 35 15 F2 3A 15 FF	[F2:$1535][F2:$153A]	くろき「では あたりにいるひとに\n[F1:$02]ききこみをしてみましょう。[F0:$A2]\n[F1:$0A][FE][F9]くろき「とくに てがかりになる はなしは\n[F1:$02]きけませんでしたよ。ボス。
247	247	153F	A	953F	10	plain	YES		0	0			64 4B 2A 74 07 27 53 68 71 FF	くろき「だれを しらべますか？	くろき「だれを しらべますか？
248	248	1549	A	9549	24	plain	YES		0	0			64 15 24 07 0A 17 1A 00 47 2E 52 0D 10 60 1F 2C 28 73 16 6A 6F 63 3F FF	くろき「あやしそうな じんぶつは\n[F1:$02]まわりに いませんよ。ボス。	くろき「あやしそうな じんぶつは\n[F1:$02]まわりに いませんよ。ボス。
249	249	1561	A	9561	49	plain	YES		0	0			64 01 2A 75 0C 01 03 1E E3 0A 17 05 4E 00 10 0B 27 16 0E 16 29 60 94 6C 3F 01 2A 2D 8B 17 26 28 00 1F 48 60 95 76 20 23 0F 74 07 27 53 7F 0F 72 FF	くろき「かれは ちかくのソウコで はたらいている\n[F1:$02]ひとです。かれをうたがうより まず\n[F1:$02]ひがいしゃの みもとを しらべないと……。	くろき「かれは ちかくのソウコで はたらいている\n[F1:$02]ひとです。かれをうたがうより まず\n[F1:$02]ひがいしゃの みもとを しらべないと……。
250	250	1592	A	9592	10	plain	YES		0	0			64 4B 2A 74 06 41 07 68 71 FF	くろき「だれを さがしますか？	くろき「だれを さがしますか？
251	251	159C	A	959C	37	plain	YES		0	0			64 92 74 10 2F 04 2E 07 0B 1E 10 60 01 16 41 2E 74 93 59 07 0E 16 0B 60 0B 01 1E 93 0F 16 17 00 94 6C 41 3F FF	くろき「したいを はっけんしたのは\n[F1:$02]かいがんを さんぽしていた\n[F1:$02]たかのさんという ひとですが。	くろき「したいを はっけんしたのは\n[F1:$02]かいがんを さんぽしていた\n[F1:$02]たかのさんという ひとですが。
252	252	15C1	A	95C1	32	plain	YES		0	0			64 18 18 00 91 2D 06 41 08 1E 78 2C 2A 2C 2A 1E 60 07 45 0F 6C 3F 4E 23 00 4F 17 24 2F 0E 36 FF	くろき「ええ はんにんをさがすのが われわれの\n[F1:$02]しごとです。でも どうやって？	くろき「ええ はんにんをさがすのが われわれの\n[F1:$02]しごとです。でも どうやって？
253	253	15E1	A	95E1	9	plain	YES		0	0			64 84 74 07 27 53 68 71 FF	くろき「なにを しらべますか？	くろき「なにを しらべますか？
254	254	15EA	A	95EA	15	plain	YES		0	0			64 7B 82 74 07 27 53 29 2E 6C 01 3E 63 36 FF	くろき「え？ どこを しらべるんですか、ボス？	くろき「え？ どこを しらべるんですか、ボス？
255	255	15F9	A	95F9	11	plain	YES		0	0			64 15 15 00 05 05 6C 1D 36 62 FF	くろき「ああ ここですね？\n[F1:$0A][FE][F9]	くろき「ああ ここですね？\n[F1:$0A][FE][F9]
256	256	25EB	A	A5EB	8	controlled	YES		0	2	1604,161C	F2,F2	F2 04 16 62 F2 1C 16 FF	[F2:$1604]\n[F1:$0A][FE][F9][F2:$161C]	[FC:$07]わはは くすぐったいでねえの。\n[F1:$02]やめてけれ。\n[F1:$0A][FE][F9]くろき「おかしなものは もってませんよ。
257	257	25F3	A	A5F3	8	controlled	YES		0	2	162A,161C	F2,F2	F2 2A 16 62 F2 1C 16 FF	[F2:$162A]\n[F1:$0A][FE][F9][F2:$161C]	けいかん「ほんかんに なにをするきですか？\nくろき「キミ がまんしなさい。\n[F1:$02][F3] けいぶの めいれいだからね。\n[F1:$0A][FE][F9]くろき「おかしなものは もってませんよ。
258	258	1659	A	9659	50	controlled	YES		0	0		FB	64 95 75 D5 D0 06 16 03 27 16 1E 8D 4E 60 21 1D 2D E4 56 08 0F 29 4E 17 0B 2A 0E 16 68 3F 60 07 45 D4 3E D5 FB 73 0F 00 16 2F 0B 0F 05 2B 6E 01 3F FF	くろき「ひがいしゃは [GLYPH:$D5][GLYPH:$D0]さいくらいのおとこで\n[F1:$02]むねをピストルでうたれています。\n[F1:$02]しご[GLYPH:$D4]、[GLYPH:$D5][FB:$73]と いったところでしょうか。	くろき「ひがいしゃは [GLYPH:$D5][GLYPH:$D0]さいくらいのおとこで\n[F1:$02]むねをピストルでうたれています。\n[F1:$02]しご[GLYPH:$D4]、[GLYPH:$D5][FB:$73]と いったところでしょうか。
259	259	168B	A	968B	29	plain	YES		1	0			64 07 27 53 0E 20 69 78 0E 41 01 28 1B 1A 29 86 1A 60 23 1E 75 20 0D 01 28 6A 6D 3F FF	くろき「しらべてみましたが てがかりになるような\n[F1:$02]ものは みつかりませんでした。	くろき「しらべてみましたが てがかりになるような\n[F1:$02]ものは みつかりませんでした。
260	260	16A8	A	96A8	48	plain	YES		0	0			64 95 75 17 20 73 1A 44 05 1F 2A 0E 60 16 1F 07 0B 41 3E 0C 32 03 09 0D 76 07 16 2E 75 21 1D 1B 60 17 0C 05 1F 2A 0B E4 4B 2E 41 2E 00 6E 3F FF	くろき「ひがいしゃは うみに なげこまれて\n[F1:$02]いましたが、ちょくせつの しいんは むねに\n[F1:$02]うちこまれたダンガン でしょう。	くろき「ひがいしゃは うみに なげこまれて\n[F1:$02]いましたが、ちょくせつの しいんは むねに\n[F1:$02]うちこまれたダンガン でしょう。
261	261	16D8	A	96D8	27	plain	YES		0	0			64 89 20 23 0F 74 07 32 17 22 16 08 29 86 1A 60 23 1E 75 23 2F 0E 16 6A 41 72 FF	くろき「とくに みもとを しょうめいするような\n[F1:$02]ものは もっていませんが……。	くろき「とくに みもとを しょうめいするような\n[F1:$02]ものは もっていませんが……。
262	262	16F3	A	96F3	21	plain	YES		0	0			64 19 24 00 E4 59 04 2F 0F 01 27 00 98 41 60 4E 0E 02 69 3F FF	くろき「おや ポケットから チラシが\n[F1:$02]でてきました。	くろき「おや ポケットから チラシが\n[F1:$02]でてきました。
263	263	1708	A	9708	14	plain	YES		0	0			64 80 00 84 23 00 23 2F 0E 7F 85 6C 6F FF	くろき「もう なにも もってないみたいですよ。	くろき「もう なにも もってないみたいですよ。
264	264	1716	A	9716	27	plain	YES		0	0			64 E5 02 30 50 2A 33 39 B6 0F 7E 68 3F 60 16 0C 19 17 00 23 2F 0E 19 02 68 3F FF	くろき「キャバレー・ルブランとあります。\n[F1:$02]いちおう もっておきます。	くろき「キャバレー・ルブランとあります。\n[F1:$02]いちおう もっておきます。
265	265	1731	A	9731	8	plain	YES		0	0			64 84 74 0F 28 68 71 FF	くろき「なにを とりますか？	くろき「なにを とりますか？
266	266	1739	A	9739	30	plain	YES		0	0			64 63 3F 92 75 01 2E 07 02 1B 00 1F 2C 06 2A 68 3F 60 0F 29 2C 04 1B 75 16 01 7F 6E 3F FF	くろき「ボス。したいは かんしきに まわされます。\n[F1:$02]とるわけには いかないでしょう。	くろき「ボス。したいは かんしきに まわされます。\n[F1:$02]とるわけには いかないでしょう。
267	267	1757	A	9757	16	plain	YES		0	0			64 18 18 00 98 75 08 4E 73 23 2F 0E 16 68 3F FF	くろき「ええ チラシは すでに もっています。	くろき「ええ チラシは すでに もっています。
268	268	25FB	A	A5FB	8	controlled	YES		0	2	1767,1796	F2,F2	F2 67 17 62 F2 96 17 FF	[F2:$1767]\n[F1:$0A][FE][F9][F2:$1796]	くろき「なるほど。したいの かおじゃしんを\n[F1:$02]とっておいて、それをいろんなひとに\n[F1:$02]みせて ききこみするわけですね。\n[F1:$0A][FE][F9]くろき「では とります。
269	269	179D	A	979D	5	controlled	YES		0	1	E8BD	F2	64 F2 BD E8 FF	くろき「[F2:$E8BD]	くろき「もう このひとのしゃしんは\n[F1:$02]とってあります。
270	270	17A2	A	97A2	26	controlled	YES		0	1	E83E	F2	64 81 3E 07 32 17 05 1B 1A 29 F2 3E E8 10 60 84 23 00 23 2F 0E 16 6A 41 72 FF	くろき「まだ、しょうこになる[F2:$E83E]は\n[F1:$02]なにも もっていませんが……。	くろき「まだ、しょうこになるようなものは\n[F1:$02]なにも もっていませんが……。
271	271	17BC	A	97BC	17	plain	YES		0	0			64 05 2A 78 23 0C 23 1E 6C 3F 60 83 74 20 68 71 FF	くろき「これが もちものです。\n[F1:$02]どれを みますか？	くろき「これが もちものです。\n[F1:$02]どれを みますか？
272	272	17CD	A	97CD	39	plain	YES		0	0			64 63 3F 05 1E 98 1B 75 9D 50 2E 45 17 41 60 01 16 0E 7E 69 3F 60 D0 D3 33 D4 D0 D6 33 D7 D1 D6 D6 0F 00 7E 68 3F FF	くろき「ボス。このチラシには でんわばんごうが\n[F1:$02]かいてありました。\n[F1:$02][GLYPH:$D0][GLYPH:$D3]ー[GLYPH:$D4][GLYPH:$D0][GLYPH:$D6]ー[GLYPH:$D7][GLYPH:$D1][GLYPH:$D6][GLYPH:$D6]と あります。	くろき「ボス。このチラシには でんわばんごうが\n[F1:$02]かいてありました。\n[F1:$02][GLYPH:$D0][GLYPH:$D3]ー[GLYPH:$D4][GLYPH:$D0][GLYPH:$D6]ー[GLYPH:$D7][GLYPH:$D1][GLYPH:$D6][GLYPH:$D6]と あります。
273	273	17F4	A	97F4	8	controlled	YES		0	2	E8CD,DADB	F2,F2	64 F2 CD E8 F2 DB DA FF	くろき「[F2:$E8CD][F2:$DADB]	くろき「これが そうですが……。\n[F1:$0A][FE][F9][F5:$11,$03]
274	274	17FC	A	97FC	45	plain	YES		0	0			64 2C 46 2C 46 00 0A 2E 1A 23 76 B3 1A 03 0E 23 60 05 05 1B 16 29 94 0B 0C 1B 75 2C 2A 2C 2A 41 60 8F 4B 2F 0E 00 7D 2F 0E 16 68 6F FF	くろき「わざわざ そんなもの みせなくても\n[F1:$02]ここにいるひとたちには われわれが\n[F1:$02]けいじだって わかっていますよ。	くろき「わざわざ そんなもの みせなくても\n[F1:$02]ここにいるひとたちには われわれが\n[F1:$02]けいじだって わかっていますよ。
275	275	263C	A	A63C	7	controlled	YES		0	2	1829,1833	F2,F2	F2 29 18 F2 33 18 FF	[F2:$1829][F2:$1833]	くろき「では ちょっと みせてきます。\n[F1:$0A][FE][F9]くろき「とくに しってるひとは\n[F1:$02]いませんでした。
276	276	1841	A	9841	9	plain	YES		0	0			64 4B 2A 74 26 51 68 71 FF	くろき「だれを よびますか？	くろき「だれを よびますか？
277	277	184A	A	984A	25	plain	YES		0	0			64 81 00 20 23 0F 78 7D 2F 0E 7F 79 60 01 4A 03 78 82 1B 16 29 1E 01 72 FF	くろき「まだ みもとが わかってないので\n[F1:$02]かぞくが どこにいるのか……。	くろき「まだ みもとが わかってないので\n[F1:$02]かぞくが どこにいるのか……。
278	278	2603	A	A603	4	controlled	YES		0	1	1863	F2	F2 63 18 FF	[F2:$1863]	くろき「ちょっと たかのさん！\n[F1:$0A][FE][F9]
279	279	1905	A	9905	11	plain	NO	F2_INTERIOR	0	0			64 1A 2E 50 2E 73 01 04 68 71 FF	くろき「なんばんに かけますか？	くろき「なんばんに かけますか？
280	280	1910	A	9910	5	controlled	YES		0	1	E881	F2	64 F2 81 E8 FF	くろき「[F2:$E881]	くろき「あれ。はなしちゅう みたいですね。
281	281	1915	A	9915	53	plain	NO	PTR_INTERIOR	0	0			67 19 01 04 1B 1A 2F 0B 00 50 2E 45 17 75 44 2E 46 16 00 07 86 60 06 2A 0E 19 28 6A 3F 50 2E 45 17 74 26 03 0B 07 01 22 60 19 01 04 1A 19 07 03 4B 06 16 3F FF	＊「おかけになった ばんごうは げんざい しよう\n[F1:$02]されておりません。ばんごうを よくたしかめ\n[F1:$02]おかけなおしください。	＊「おかけになった ばんごうは げんざい しよう\n[F1:$02]されておりません。ばんごうを よくたしかめ\n[F1:$02]おかけなおしください。
282	282	1949	A	9949	1	plain	YES		0	0			FF		
283	283	2607	A	A607	19	controlled	YES		0	2	E8D6,E8E2	F2,F2	F2 D6 E8 B4 1B 60 8D 1E 92 78 15 41 2F 0B 36 F2 E2 E8 FF	[F2:$E8D6]とうきょうに\n[F1:$02]おとこのしたいが あがった？[F2:$E8E2]	けいさつ「はい [GLYPH:$D1][GLYPH:$D1][GLYPH:$D0]です！ とうきょうに\n[F1:$02]おとこのしたいが あがった？\n[F1:$0A][FE][F9]けいさつ「ああ そのじけんでしたら もう けいさつが。\n[F1:$02]え？ なに？ あなたが そのけいじ？\n[F1:$02]ふざけないでくださいよ！
284	284	261A	A	A61A	12	controlled	YES		0	3	194A,1976,19A6	F2,F2,F2	F2 4A 19 62 F2 76 19 62 F2 A6 19 FF	[F2:$194A]\n[F1:$0A][FE][F9][F2:$1976]\n[F1:$0A][FE][F9][F2:$19A6]	おとこ「はい ルブランですが……。え？ けいさつ？\n[F1:$02]でもうちは めいろうかいけいが モットーで\n[F1:$02]やましいことは なにも……。\n[F1:$0A][FE][F9]おとこ「え？ さつじんじけん？ ころされたひとが\n[F1:$02]うちのビラを もってた？\n[F1:$02]そんなこと いわれてもねえ……。\n[F1:$0A][FE][F9]おとこ「はあ……。みせは たかだのばばの\n[F1:$02]さかえどおり ですが。でもうちとは\n[F1:$02]かんけいないと おもいますよ。
285	285	2626	A	A626	22	controlled	YES		0	2	1976,19A6	F2,F2	8D 3A 10 16 00 E4 29 52 27 2E 6C 41 72 62 F2 76 19 62 F2 A6 19 FF	おとこ「はい ルブランですが……。\n[F1:$0A][FE][F9][F2:$1976]\n[F1:$0A][FE][F9][F2:$19A6]	おとこ「はい ルブランですが……。\n[F1:$0A][FE][F9]おとこ「え？ さつじんじけん？ ころされたひとが\n[F1:$02]うちのビラを もってた？\n[F1:$02]そんなこと いわれてもねえ……。\n[F1:$0A][FE][F9]おとこ「はあ……。みせは たかだのばばの\n[F1:$02]さかえどおり ですが。でもうちとは\n[F1:$02]かんけいないと おもいますよ。
286	286	19D1	A	99D1	28	plain	YES		0	0			66 10 16 00 23 07 23 07 3F 7B 90 36 60 16 0B 48 27 9D 75 24 22 0E 03 4B 06 16 35 FF	＊「はい もしもし。え？ けいさつ？\n[F1:$02]いたずらでんわは やめてください！	＊「はい もしもし。え？ けいさつ？\n[F1:$02]いたずらでんわは やめてください！
287	287	19ED	A	99ED	42	plain	YES		0	0			67 15 2F 3E 20 2F 0C 30 2E 36 00 2C 0B 07 26 35 00 15 1E 1D 3E 60 01 2A 2F 0B 27 1D 2F 3D 3D 72 7B 90 36 60 24 4B 15 33 35 FF	＊「あっ、みっちゃん？ わたしよ！ あのね、\n[F1:$02]かれったらねっ…………。え？ けいさつ？\n[F1:$02]やだあー！	＊「あっ、みっちゃん？ わたしよ！ あのね、\n[F1:$02]かれったらねっ…………。え？ けいさつ？\n[F1:$02]やだあー！
288	288	1A17	A	9A17	9	controlled	YES		0	2	ED43,ED4E	F2,F8,F2	F2 43 ED F8 64 F2 4E ED FF	[F2:$ED43]\nくろき「[F2:$ED4E]	＊「…………………………。\nくろき「あれ？ きれちゃいました。
289	289	1A20	A	9A20	48	controlled	YES		0	0		F4	66 10 16 00 23 07 23 07 00 F4 6C 41 3F 60 10 15 36 00 06 0D 47 2E 47 04 2E 36 00 0A 2A 75 0B 16 13 2E 60 6C 70 41 2E 50 2F 0E 03 4B 06 16 70 FF	＊「はい もしもし [F4]ですが。\n[F1:$02]はあ？ さつじんじけん？ それは たいへん\n[F1:$02]ですね。がんばってくださいね。	＊「はい もしもし [F4]ですが。\n[F1:$02]はあ？ さつじんじけん？ それは たいへん\n[F1:$02]ですね。がんばってくださいね。
290	290	1A50	A	9A50	7	plain	NO	F2_INTERIOR	0	0			64 4E 7F 85 6C 70 FF	くろき「でないみたいですね。	くろき「でないみたいですね。
291	291	1A57	A	9A57	12	plain	YES		0	0			64 06 01 18 4F 19 28 73 02 69 6F FF	くろき「さかえどおりに きましたよ。	くろき「さかえどおりに きましたよ。
292	292	1A63	A	9A63	15	plain	YES		0	0			64 05 05 78 06 01 18 4F 19 28 6C 6F 63 3F FF	くろき「ここが さかえどおりですよ。ボス。	くろき「ここが さかえどおりですよ。ボス。
293	293	1A72	A	9A72	22	plain	YES		0	0			64 0B 07 77 05 1E 8C 4B 0F 00 16 2F 0E 69 26 70 60 82 4B 2B 36 FF	くろき「たしか このあたりだと いってましたよね。\n[F1:$02]どこだろ？	くろき「たしか このあたりだと いってましたよね。\n[F1:$02]どこだろ？
294	294	1A88	A	9A88	10	plain	YES		0	0			64 82 73 15 29 1E 6E 01 72 FF	くろき「どこに あるのでしょうか……。	くろき「どこに あるのでしょうか……。
295	295	1A92	A	9A92	28	plain	YES		0	0			64 05 1E 8C 75 E5 02 30 50 2A 33 1A 4F 78 1A 27 52 60 10 2E 01 41 16 00 85 6C 70 FF	くろき「このあたりは キャバレーなどが ならぶ\n[F1:$02]はんかがい みたいですね。	くろき「このあたりは キャバレーなどが ならぶ\n[F1:$02]はんかがい みたいですね。
296	296	1AAE	A	9AAE	26	plain	YES		0	0			64 63 3F 15 1F 28 E6 02 32 2B 02 32 2B 07 0E 16 29 0F 60 E2 50 01 85 6C 6F FF	くろき「ボス。あまりキョロキョロしていると\n[F1:$02]バカみたいですよ。	くろき「ボス。あまりキョロキョロしていると\n[F1:$02]バカみたいですよ。
297	297	1AC8	A	9AC8	33	plain	YES		1	0			64 63 3F B6 1E 96 78 7D 28 69 3F 60 05 1E 8C 7A 1A 01 1A 77 11 32 17 50 2E 1E 60 B3 00 85 6C 70 FF	くろき「ボス。ルブランのばしょが わかりました。\n[F1:$02]このあたりでは なかなか ひょうばんの\n[F1:$02]みせ みたいですね。	くろき「ボス。ルブランのばしょが わかりました。\n[F1:$02]このあたりでは なかなか ひょうばんの\n[F1:$02]みせ みたいですね。
298	298	2643	A	A643	7	controlled	YES		0	2	1535,1AE9	F2,F2	F2 35 15 F2 E9 1A FF	[F2:$1535][F2:$1AE9]	くろき「では あたりにいるひとに\n[F1:$02]ききこみをしてみましょう。[F0:$A2]\n[F1:$0A][FE][F9]くろき「ボス。たかだりょかんのばしょが\n[F1:$02]わかりました。
299	299	1AF9	A	9AF9	30	plain	YES		0	0			64 0F 19 28 1E 1A 1F 18 78 01 16 0E 15 29 4B 04 6C 3F 60 89 8A 0F 05 2B 75 7E 6A 41 3F FF	くろき「とおりのなまえが かいてあるだけです。\n[F1:$02]とくに かわったところは ありませんが。	くろき「とおりのなまえが かいてあるだけです。\n[F1:$02]とくに かわったところは ありませんが。
300	300	1B17	A	9B17	21	controlled	YES		0	1	E87A	F2	64 F2 7A E8 74 16 2B 16 2B 00 07 27 53 0E 23 60 21 4B 6C 6F FF	くろき「[F2:$E87A]を いろいろ しらべても\n[F1:$02]むだですよ。	くろき「こんなところを いろいろ しらべても\n[F1:$02]むだですよ。
